position,title,link,product_link,product_id,serpapi_product_api,source,price,extracted_price,rating,reviews,extensions,badge,thumbnail,tag,delivery,old_price,extracted_old_price,second_hand_condition,Query_List,Query,Proxy_rating,Proxy_reviews,Discount,Promo_1,Promo_2,Proxy_store,Proxy_seller_1,Proxy_seller_2,Proxy_seller_3,Proxy_seller_4,Proxy_seller_5,Proxy_seller_6,Proxy_seller_7,number_of_comparisons,comparison_link,serpapi_product_api_comparisons,store_rating,store_reviews
48,Old Navy Women's Everywear Slub-Knit T-Shirt - - Size L,https://oldnavy.gap.com/browse/product.do?pid=546438002&vid=1&tid=onns000009,https://www.google.com/shopping/product/8528481512361387541?gl=us,8528481512361387541,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=8528481512361387541,Old Navy,,10.0,4.7,732.0,['SALE'],Top Quality Store,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQLSzP5RtSJiuPI4hoW7aI1PtJzzp7KInOBXaCL5Fnc_-XB5cCsImiucNfE_OQK9ipwq9v7A1Y6cODEqbl5GYer5JObBc2ydW7NOqNP33g&usqp=CAE,SALE,"Delivery by Mon, Oct 9 · Free 30-day returns",,12.99,,old_q,old navy tops,4.7,732.0,-2.99,0,1,1,0,0,1,0,0,0,0,,,,,
49,Old Navy Women's Linen-Blend Cropped Voop-Neck T-Shirt - - Size XXL,https://oldnavy.gap.com/browse/product.do?pid=537365062&vid=1&tid=onns000009,https://www.google.com/shopping/product/8050085340522477836?gl=us,8050085340522477836,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=8050085340522477836,Old Navy,,9.47,4.4,440.0,['SALE'],Top Quality Store,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcT08_v9856zxX49gn_fux8S5MyE6Y_arLwuceLNDrssSnTDJ5K1TN-yfj4yTT_5nmpbmSk4Of8328L0OdzX9AGqOOzWfGXVzbfQaIWZC_g&usqp=CAE,SALE,"Delivery by Mon, Oct 9 · Free 30-day returns",,16.99,,old_q,old navy tops,4.4,440.0,-7.519999999999998,0,1,1,0,0,1,0,0,0,0,,,,,
50,Old Navy Women's Cropped Rib-Knit Tank Top - - Size L,https://oldnavy.gap.com/browse/product.do?pid=539510012&vid=1&tid=onns000009,https://www.google.com/shopping/product/3756788671348048890?gl=us,3756788671348048890,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=3756788671348048890,Old Navy,,7.0,4.8,473.0,"['$1.00 below typical', 'LOW PRICE']",Top Quality Store,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRlSDukdM9lHMRKLHLWCrQbv-4HKL6EOzqxlF9bbRWUcz8f0e32P8Nrx1DBmpL90U_OQUbqGMuzD0dsoJwIrzVfgFG8m0XTJRU9QIinIqSz&usqp=CAE,LOW PRICE,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy tops,4.8,473.0,0.0,1,0,1,0,0,1,0,0,0,0,,,,,
51,Old Navy Women's First-Layer Fitted Cami Top - Beige - Size Xs,https://oldnavy.gap.com/browse/product.do?pid=152216562&vid=1&tid=onns000009,https://www.google.com/shopping/product/1337094551016662348?gl=us,1337094551016662348,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=1337094551016662348,Old Navy,,9.99,4.7,8788.0,,Top Quality Store,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRs5WdKSx6GC4HtzuXwHqQgrZgAVT0AhRM044JGs72aWImQTLJI1gzq5BDUxIkwtEEwqnx4T8oOQH3TwzLKgH78BKsADY0hRHk6KeriIHA&usqp=CAE,,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy tops,4.7,8788.0,0.0,0,0,1,0,0,1,0,0,0,0,,,,,
52,Old Navy Women's Long-Sleeve Striped Split-Neck Top - - Size L,https://oldnavy.gap.com/browse/product.do?pid=657096002&vid=1&tid=onns000009,https://www.google.com/shopping/product/11842055591910085282?gl=us,11842055591910085282,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=11842055591910085282,Old Navy,,18.96,4.6,63.0,"['$5.51 below typical', 'LOW PRICE']",Top Quality Store,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSV0HDCuzGIfPdkJtme9RW2U2i0Yc3UDmwtpnv6_5f2KCqBsHs0sAJMCNRd6efbmLwqTNJD1iNcHYE-1aa0rgtYw5D6hyWP3eE3Wb9YIiA&usqp=CAE,LOW PRICE,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy tops,4.6,63.0,0.0,1,0,1,0,0,1,0,0,0,0,,,,,
53,Old Navy Women's Split-Neck Boho Top - - Petite Size M,https://oldnavy.gap.com/browse/product.do?pid=751900002&vid=3&tid=onns000009,https://www.google.com/shopping/product/8556006075516780406?gl=us,8556006075516780406,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=8556006075516780406,Old Navy,,36.99,,,,Top Quality Store,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcR9-YttZ5k9DH19uiA5GH710Dh1brMdxJCpxjoh36mk4Jvxc2syh_DkcicbU4KnjlxCEWPc6o8xhU7rtwldSp3-iaW07JT4J-6KWTUULZE&usqp=CAE,,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy tops,4.536,1360.98,0.0,0,0,1,0,0,1,0,0,0,0,,,,,
54,Old Navy Women's Ruffle-Trim Smocked Floral Top - - Size XL,https://oldnavy.gap.com/browse/product.do?pid=752022002&vid=1&tid=onns000009,https://www.google.com/shopping/product/1511815577828685946?gl=us,1511815577828685946,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=1511815577828685946,Old Navy,,26.97,4.7,42.0,['SALE'],Top Quality Store,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcR5tdPXJq_AxZCE-KGgdkawiiw0fh1IUs6YCG2dda_UOWpcnp60vFKWB4Z4eEQ90G3VCZjEU62TiPkdrXy6Irjp5sxmjrdjy7-VeVuh46H9ySCn6ErL9_fSWg&usqp=CAE,SALE,"Delivery by Mon, Oct 9 · Free 30-day returns",,29.99,,old_q,old navy tops,4.7,42.0,-3.0199999999999996,0,1,1,0,0,1,0,0,0,0,,,,,
55,Old Navy Women's Oversized V-Neck Linen-Blend Tunic T-Shirt - - Size S,https://oldnavy.gap.com/browse/product.do?pid=537381042&vid=1&tid=onns000009,https://www.google.com/shopping/product/6645472011023881718?gl=us,6645472011023881718,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=6645472011023881718,Old Navy,,3.96,4.4,627.0,['SALE'],Top Quality Store,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcT53XTMNtPjuZYLTHA_Lh7gaSXCNBEnk264S2awb-q1l0VD1oJRqOmfkptea3_pFIm7RnMYw283Bg3PnwJ3s7skkswN7gBSROaSjA0Qjko&usqp=CAE,SALE,"Delivery by Mon, Oct 9 · Free 30-day returns",,24.99,,old_q,old navy tops,4.4,627.0,-21.029999999999998,0,1,1,0,0,1,0,0,0,0,,,,,
56,Old Navy Women's Everywear Striped Slub-Knit T-Shirt - - Size XXL,https://oldnavy.gap.com/browse/product.do?pid=544331012&vid=1&tid=onns000009,https://www.google.com/shopping/product/902285858600497016?gl=us,902285858600497016,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=902285858600497016,Old Navy,,10.0,4.5,722.0,['SALE'],Top Quality Store,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTVpDZ9388y3HAQTTdXdur3ebT-OcLaIpmIFbZeo8wGZdQnL4AbqQGu4neOTRPzSbrhh8WWiuN6jDXTWKMVsBZ3UpVZVGjGGEgcQ0rK994&usqp=CAE,SALE,"Delivery by Mon, Oct 9 · Free 30-day returns",,14.99,,old_q,old navy tops,4.5,722.0,-4.99,0,1,1,0,0,1,0,0,0,0,,,,,
57,Old Navy Women's Oversized Vintage Tunic T-Shirt - - Size S,https://oldnavy.gap.com/browse/product.do?pid=654285002&vid=1&tid=onns000009,https://www.google.com/shopping/product/16268283429298670592?gl=us,16268283429298670592,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=16268283429298670592,Old Navy,,17.47,4.6,927.0,"['$5.52 below typical', 'LOW PRICE']",Top Quality Store,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRMCQuYd9id_W6_WH1Ub8qEBCkXSm1zqlf0svhJA6__MXb09n3SqhLbWkx8bc72DGrLWfpXKnWiJNKJ91KWyX8WBDM8F9vIvUw2HOWV8W4e&usqp=CAE,LOW PRICE,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy tops,4.6,927.0,0.0,1,0,1,0,0,1,0,0,0,0,,,,,
58,Old Navy Women's Fitted Puff-Sleeve Smocked Top - - Size S,https://oldnavy.gap.com/browse/product.do?pid=812748002&vid=1&tid=onns000009,https://www.google.com/shopping/product/9757532192674311122?gl=us,9757532192674311122,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=9757532192674311122,Old Navy,,39.99,,,,Top Quality Store,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRimfJ_qJSO5nrclnLPY5IDp2sfKtbFGphLblCrSroXFM_K43FiYqZq5PBWed3rZLkAdO9EJuk6Jjy_MWm5iPna0FAhzCePEH2pUeeUnlQgLATpS3ewTc2jbA&usqp=CAE,,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy tops,4.536,1360.98,0.0,0,0,1,0,0,1,0,0,0,0,,,,,
59,Old Navy Women's Everywear V-Neck Slub-Knit T-Shirt - - Size XXL,https://oldnavy.gap.com/browse/product.do?pid=544340052&vid=1&tid=onns000009,https://www.google.com/shopping/product/16884382593158612913?gl=us,16884382593158612913,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=16884382593158612913,Old Navy,,10.0,4.7,8062.0,['SALE'],Top Quality Store,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRl13TaAZ-WmiRh3Jw3koS1EE17ouw_K1NnOljttV6IzCeDvaAgrb84GmYbsdnhQwzU4Nt4zlZjOPsIJZy5pEO9nUKDCxbEwrUJkbH2BO4f&usqp=CAE,SALE,"Delivery by Mon, Oct 9 · Free 30-day returns",,12.99,,old_q,old navy tops,4.7,8062.0,-2.99,0,1,1,0,0,1,0,0,0,0,,,,,
60,Old Navy Women's Puff-Sleeve Shirred Top - - Size M,https://oldnavy.gap.com/browse/product.do?pid=656431002&vid=1&tid=onns000009,https://www.google.com/shopping/product/1577063151740385601?gl=us,1577063151740385601,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=1577063151740385601,Old Navy,,28.97,4.7,59.0,"['$4.50 below typical', 'LOW PRICE']",Top Quality Store,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQfACzavekLZUXXrJxTPshkOB9BORaw7ViIOvKqKnKwi30yP2hJUSeijpfXKR4sZL8d2CJNQx9TgusfYvtdGSCn-EghucJp-kq4rhlm87k&usqp=CAE,LOW PRICE,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy tops,4.7,59.0,0.0,1,0,1,0,0,1,0,0,0,0,,,,,
1,Old Navy Women's High-Waisted Wow Straight Jeans - Blue - Size 8,https://oldnavy.gap.com/browse/product.do?pid=734874002&modelSize=M&vid=1&tid=onns000009,https://www.google.com/shopping/product/11084763420260949238?gl=us,11084763420260949238,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=11084763420260949238,Old Navy,,22.0,4.7,9393.0,['SALE'],Top Quality Store,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSWnZKY3WrzvHcOs2l0vHql6V6CyNtem9zrVyW185GepZmCihhXvv1p6HyHreSzkmN2XlgiT2qm9cQ0jjTNiRaiI5TWxUQ4_6erhjVXWddM&usqp=CAE,SALE,"Delivery by Mon, Oct 9 · Free 30-day returns",,34.99,,old_q,old navy jeans,4.7,9393.0,-12.990000000000002,0,1,1,0,0,1,0,0,0,0,,,,,
2,Old Navy Women's Mid-Rise Boyfriend Straight Jeans - - Size 16,https://oldnavy.gap.com/browse/product.do?pid=732591002&vid=1&tid=onns000009,https://www.google.com/shopping/product/5164427583034679344?gl=us,5164427583034679344,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=5164427583034679344,Old Navy,,36.99,4.7,95.0,,Top Quality Store,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSUJaiyA5c7E5kBIWe0Q2fUqs6ZK_aPCmiMpNVusNZl57LV4tyuPerh-Kw5lwNm6AOU5IXM673N6VtUUt__SDqeJkMKaO7tKVh-DIpEZtlbkbeBkDyZu4g7&usqp=CAE,,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy jeans,4.7,95.0,0.0,0,0,1,0,0,1,0,0,0,0,,,,,
3,Old Navy Women's Mid-Rise Wow Boyfriend Straight Jeans - - Size 10,https://oldnavy.gap.com/browse/product.do?pid=732283002&vid=1&tid=onns000009,https://www.google.com/shopping/product/9310366544207617620?gl=us,9310366544207617620,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=9310366544207617620,Old Navy,,36.99,4.5,105.0,,Top Quality Store,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSHQ-J1fFOLwnSAosJz36Vg188kls3Z_vpIg4qF8yg4S-TqO0XwjmT3vv330qQfHN0i05zLloxNeHf7nYRT0Jojh-IyQx_vsvjzDzMIcXZj_I1ocw07jWkbow&usqp=CAE,,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy jeans,4.5,105.0,0.0,0,0,1,0,0,1,0,0,0,0,,,,,
4,Old Navy Women's Mid-Rise Boyfriend Straight Ripped Jeans - - Size 14,https://oldnavy.gap.com/browse/product.do?pid=876633002&vid=1&tid=onns000009,https://www.google.com/shopping/product/11595993667242819754?gl=us,11595993667242819754,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=11595993667242819754,Old Navy,,27.0,4.5,116.0,"['$12.99 below typical', 'LOW PRICE']",Top Quality Store,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRwyoAtqUNVDkWjr5OFc296tlYfnmwQ4tx2PEgb_H4Nf7mFvPWyFxlNJuw8ooaAF3F6zqVkeZlzKp_DZtk4p85G96simhcgvdWRe1N-hV8_XpijHdMQpA_H&usqp=CAE,LOW PRICE,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy jeans,4.5,116.0,0.0,1,0,1,0,0,1,0,0,0,0,,,,,
5,Old Navy Women's Mid-Rise Wow Boot-Cut Jeans - Blue - Size 6,https://oldnavy.gap.com/browse/product.do?pid=734873002&modelSize=S&vid=1&tid=onns000009,https://www.google.com/shopping/product/14902070394154755810?gl=us,14902070394154755810,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=14902070394154755810,Old Navy,,22.0,4.6,7358.0,['SALE'],Top Quality Store,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQ-SncP83gEUf3tcCKHIj5mfCBZcVaSr5QmsidcThVDU2hUg8eDqKpFymUNBfvQ0RL2CRuUg2uaoSARUS6HFtNeLmhAdnEETf8GhucSWeI&usqp=CAE,SALE,"Delivery by Mon, Oct 9 · Free 30-day returns",,34.99,,old_q,old navy jeans,4.6,7358.0,-12.990000000000002,0,1,1,0,0,1,0,0,0,0,,,,,
6,Old Navy Women's Mid-Rise Wow Boyfriend Jeans - - Size 8,https://oldnavy.gap.com/browse/product.do?pid=732462002&vid=1&tid=onns000009,https://www.google.com/shopping/product/15887931112196298956?gl=us,15887931112196298956,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=15887931112196298956,Old Navy,,36.99,4.0,28.0,,Top Quality Store,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQEOILl1D9d2HfKixNADNzJbSdeu8pVJO8sg6yVzD9MLUndpNbBZFcTouSNo9RKKMp7HmRNan_jSqYHNs4I5KXfD9A3iBI8JgHjXGwmtgyRpjyxu5LJW2ow&usqp=CAE,,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy jeans,4.0,28.0,0.0,0,0,1,0,0,1,0,0,0,0,,,,,
7,Old Navy Women's High-Waisted Wow Wide-Leg Jeans - - Size 8,https://oldnavy.gap.com/browse/product.do?pid=732603002&vid=1&tid=onns000009,https://www.google.com/shopping/product/714255078865281499?gl=us,714255078865281499,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=714255078865281499,Old Navy,,28.0,4.6,2182.0,['SALE'],Top Quality Store,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQjsr8afw8_v2Vu6kWUPkzJWa4toqHa694wJBQfqfdnouCNjcvGZ7Nr4PKE68uLrjHpV7rUwKJQusABeUdnJQvs-T_yx-xNamGT8v7pvsAEzEcSuCHCJBX9&usqp=CAE,SALE,"Delivery by Mon, Oct 9 · Free 30-day returns",,36.99,,old_q,old navy jeans,4.6,2182.0,-8.990000000000002,0,1,1,0,0,1,0,0,0,0,,,,,
8,Old Navy Women's Mid-Rise Boyfriend Loose Jeans - - Size 12,https://oldnavy.gap.com/browse/product.do?pid=647820002&vid=1&tid=onns000009,https://www.google.com/shopping/product/15196717201255131772?gl=us,15196717201255131772,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=15196717201255131772,Old Navy,,44.99,4.6,30.0,,Top Quality Store,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcT0_YhHxFFXzzo8V-dZzezI6qGrVVM4m_IL4tmIUiOwzuAK4C569TBdVIYFzHqWCsZgsMCqRCANEGYte_2u9lTiqM4v6y1RkKCydjMPQZrF2lFBGCMT0vfKlw&usqp=CAE,,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy jeans,4.6,30.0,0.0,0,0,1,0,0,1,0,0,0,0,,,,,
9,Old Navy Women's Mid-Rise Boyfriend Jeans - - Size 2,https://oldnavy.gap.com/browse/product.do?pid=732549002&vid=1&tid=onns000009,https://www.google.com/shopping/product/10203184267594244508?gl=us,10203184267594244508,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=10203184267594244508,Old Navy,,49.99,4.5,56.0,,Top Quality Store,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTIWNYhE8PHj-hiX8AXlkZt24x3mAzfhMMpLTugZRwf1gfF-sMpS8ogtSrqAuVAsQxQmo_iYruIN-kmnAA07PR9DrjGGPQM1gdvs_XEjmWAeCqfKt6QEe4v&usqp=CAE,,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy jeans,4.5,56.0,0.0,0,0,1,0,0,1,0,0,0,0,,,,,
10,Old Navy Women's High-Waisted Wow Super-Skinny Jeans - Blue - Size 6,https://oldnavy.gap.com/browse/product.do?pid=734887002&modelSize=S&vid=1&tid=onns000009,https://www.google.com/shopping/product/16789364009264476777?gl=us,16789364009264476777,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=16789364009264476777,Old Navy,,22.0,4.6,11849.0,['SALE'],Top Quality Store,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcT3zmhFeNGOD_efqGEw5eaofe6QTWUQebfaDOIrEoTM7I32C0ZMVKVrAzTNC-LgHjYsc2Y9snjWKWUPQPwT7l92kyHV2uS66UfGvG5yhzAr&usqp=CAE,SALE,"Delivery by Mon, Oct 9 · Free 30-day returns",,34.99,,old_q,old navy jeans,4.6,11849.0,-12.990000000000002,0,1,1,0,0,1,0,0,0,0,,,,,
11,Old Navy Women's Mid-Rise Boyfriend Loose Ripped Jeans - - Size 16,https://oldnavy.gap.com/browse/product.do?pid=647749002&vid=1&tid=onns000009,https://www.google.com/shopping/product/3132169512534500906?gl=us,3132169512534500906,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=3132169512534500906,Old Navy,,54.99,4.7,79.0,,Top Quality Store,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTObga5UwwhSvnNsxTEtpK5BVOvprs9igTqa-tS2AQdXJW-k55qGuTlV4WphVieWTn6aFRzV502bTEi7uWcQLn6v9ZGFtJ-jSlf2COLzdAeh1GFW6_aZrdI&usqp=CAE,,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy jeans,4.7,79.0,0.0,0,0,1,0,0,1,0,0,0,0,,,,,
12,Old Navy Women's High-Waisted OG Straight Ankle Jeans - Blue - Size 0,https://oldnavy.gap.com/browse/product.do?pid=876694002&modelSize=S&vid=1&tid=onns000009,https://www.google.com/shopping/product/7636245172903437793?gl=us,7636245172903437793,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=7636245172903437793,Old Navy,,44.99,4.4,2878.0,,Top Quality Store,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcS7UpK2NmfJEJsL2OYryZJhMwKFJFsWrzmuDZZuPn8MtBioNW_RnD5mQ5a5orvXADimcNQRiVxPA6ZaJy42oxq4HImmuwp6TcRcGuXXAek&usqp=CAE,,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy jeans,4.4,2878.0,0.0,0,0,1,0,0,1,0,0,0,0,,,,,
13,Old Navy Women's Extra High-Waisted Wide-Leg Black Jeans - - Size 12,https://oldnavy.gap.com/browse/product.do?pid=732293002&vid=1&tid=onns000009,https://www.google.com/shopping/product/12640201223672422389?gl=us,12640201223672422389,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=12640201223672422389,Old Navy,,44.99,4.4,113.0,,Top Quality Store,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRrboCRR-vQojq-SFaYWejlxlQYgAHQtfmzL1Tt3IOs--fX2YGtEwA8lPdC9D8pyq-6sc3nlOEIde-r-gOEE7PrB9FI_AZ6kTGcFpu53Rw&usqp=CAE,,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy jeans,4.4,113.0,0.0,0,0,1,0,0,1,0,0,0,0,,,,,
14,Old Navy Women's High-Waisted OG Straight Ankle Jeans - - Plus Size 18,https://oldnavy.gap.com/browse/product.do?pid=547044002&vid=2&tid=onns000009,https://www.google.com/shopping/product/14264580936667034116?gl=us,14264580936667034116,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=14264580936667034116,Old Navy,,44.99,4.4,2878.0,,Top Quality Store,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRLpiizVnt3DItkMfW5qshNlZ2rieGWAIG39trqwBx5Y1l2eqZCa64uoVc4-V4zunrIRfZ04UBXBwrjvjFt_LaxNDDDbJl7HBwQVbrcpUB4yWZvRGV9ulGV&usqp=CAE,,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy jeans,4.4,2878.0,0.0,0,0,1,0,0,1,0,0,0,0,,,,,
15,Old Navy Women's Extra High-Waisted Wide-Leg Jeans - - Size 0,https://oldnavy.gap.com/browse/product.do?pid=809328002&vid=1&tid=onns000009,https://www.google.com/shopping/product/15024151064080852325?gl=us,15024151064080852325,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=15024151064080852325,Old Navy,,49.99,4.5,712.0,,Top Quality Store,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcT70i7zzaQ6UA9l__p_VTRyfELLjsxPkV_Wk-HcVhmVGAYpC4X4ks4h3dKRnSdSLoYIVHwpiNMsCntbf6u57lVZBewr9JjntAwxWH9sJKGBdgEkfREelOJg&usqp=CAE,,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy jeans,4.5,712.0,0.0,0,0,1,0,0,1,0,0,0,0,,,,,
16,Old Navy Women's High-Waisted Wow Loose Jeans - - Plus Size 18,https://oldnavy.gap.com/browse/product.do?pid=493334002&vid=1&tid=onns000009,https://www.google.com/shopping/product/17479053108270882528?gl=us,17479053108270882528,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=17479053108270882528,Old Navy,,28.0,4.4,1628.0,['SALE'],Top Quality Store,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcS9ou0GQ6VuaaPONG2PZAqi89P1eO2CzYCnfKxbajEPYhzV5ldsezRvr6q-QAdoMUi4lCDu7iU_TudADrbqMQd8JMSvKAgI2fz-ujditvEemVe--TOAZ0q7&usqp=CAE,SALE,"Delivery by Mon, Oct 9 · Free 30-day returns",,34.99,,old_q,old navy jeans,4.4,1628.0,-6.990000000000002,0,1,1,0,0,1,0,0,0,0,,,,,
17,Old Navy Women's High-Waisted OG Loose Jeans - Blue - Size 16,https://oldnavy.gap.com/browse/product.do?pid=875249002&modelSize=M&vid=1&tid=onns000009,https://www.google.com/shopping/product/16857126616585645116?gl=us,16857126616585645116,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=16857126616585645116,Old Navy,,44.99,4.3,1151.0,,Top Quality Store,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTYarBWmfw7Eo04c2lU4kmL0Jm08-I3X33P3XVrpkkgrz2nJrnd-O3o3v6jfOhEWAhWUZTKYLMJg7ykqaOZlhhK0Fw4q8oD8srOsJlGM9U&usqp=CAE,,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy jeans,4.3,1151.0,0.0,0,0,1,0,0,1,0,0,0,0,,,,,
18,Old Navy Women's High-Waisted OG Straight Jeans - - Size 0,https://oldnavy.gap.com/browse/product.do?pid=492437002&vid=1&tid=onns000009,https://www.google.com/shopping/product/3387891132227619856?gl=us,3387891132227619856,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=3387891132227619856,Old Navy,,42.97,4.1,137.0,['SALE'],Top Quality Store,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQlMiiLuvw7Pizpo3uK_MhteN_F6QlB_fB2Te87lByAB_omh7H_lSqZeFEfgFW3vD7mfdoqZnG8KWKh5QIKoGIJLDBUgcNXxpI5KKPrfnxQIYp-MqAgsr6N&usqp=CAE,SALE,"Delivery by Mon, Oct 9 · Free 30-day returns",,49.99,,old_q,old navy jeans,4.1,137.0,-7.020000000000003,0,1,1,0,0,1,0,0,0,0,,,,,
