position,title,link,product_link,product_id,serpapi_product_api,source,price,extracted_price,rating,reviews,extensions,badge,thumbnail,tag,delivery,old_price,extracted_old_price,second_hand_condition,Query_List,Query,Proxy_rating,Proxy_reviews,Discount,Promo_1,Promo_2,Proxy_store,Proxy_seller_1,Proxy_seller_2,Proxy_seller_3,Proxy_seller_4,Proxy_seller_5,Proxy_seller_6,Proxy_seller_7,number_of_comparisons,comparison_link,serpapi_product_api_comparisons,store_rating,store_reviews
6,Old Navy Men's Relaxed Fit Wide Stripe Polo Shirt - New Men | Color: Beige | Size: XL,https://www.mercari.com/us/item/m46204841529/,https://www.google.com/shopping/product/1?gl=us&prds=pid:5483364173545351640,5483364173545351640,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=5483364173545351640,Mercari,,20.0,,,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTK_z2R9uqmpug715_VejSMktRPYwSG9UDpquZwTNjmmzP6JAbeDB4tP7Cz2aUSwCcg99-haoMf_PinGIyeyqWMB7sGPpLjkNYyP8gA8AoPPRnCvXEvc_JwxA&usqp=CAE,,$4.99 delivery,,,,old_q,old navy polo,4.744000000000001,651.6,0.0,0,0,0,0,0,0,0,0,0,0,,,,,
7,Old Navy Polo Shirt - New Men | Color: Beige | Size: XL,https://www.mercari.com/us/item/m37278676582/?com_cvv=81c269aab9bc5fc4177fabac3c77acd26f491510dd5f94a06570d6c819846581,https://www.google.com/shopping/product/1?gl=us&prds=pid:17791933555796912083,17791933555796912083,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=17791933555796912083,Mercari,,15.0,,,['SALE'],,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTUxS-eWLYGgDPeqlR5-HMdbFABE7xPc6ItXm46QzRd9Ke0vCMel5fQQ1KkZH3EvsJ8KdFqeC6qTthPJrIJ6dDA5VKaJFsUIEsZvBYG55KKE1zUkovFSpYk&usqp=CAE,SALE,Free delivery,,16.0,,old_q,old navy polo,4.744000000000001,651.6,-1.0,0,1,0,0,0,0,0,0,0,0,,,,,
8,Old Navy Classic Polo Men's Medium Regular Fit Cotton Blend Adults,https://www.ebay.com/itm/145148376336?chn=ps&mkevt=1&mkcid=28&srsltid=AfmBOopesL1tmhrItE8LLdEg-RLTizrzLm1-MmNDc12qXardlEROzqArs2M&com_cvv=81c269aab9bc5fc4177fabac3c77acd26f491510dd5f94a06570d6c819846581,https://www.google.com/shopping/product/1?gl=us&prds=pid:4184698557794113193,4184698557794113193,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=4184698557794113193,eBay - fasttrackcollectibles,,13.99,,,"['Apply FASTTRACK24', '20% OFF']",,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcR6AMwqfbF3yMx0pwh035oxgXI9Dcwi4BqB2XpCxJ_6D5Wzgn0fsM9VaUA0vhR7J93vMo6jDu-yRJE36xP806YDGMzawVIgK0u0-qM4wlw&usqp=CAE,20% OFF,"Delivery by Wed, Oct 11 · Free 60-day returns",,,used,old_q,old navy polo,4.744000000000001,651.6,0.0,0,0,0,0,0,0,0,0,1,0,,,,,
9,Old Navy Black Short Sleeve Uniform Style Polo XL - New Women | Color: Black ...,https://www.mercari.com/us/item/m63794533573/,https://www.google.com/shopping/product/1?gl=us&prds=pid:15144174030332073714,15144174030332073714,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=15144174030332073714,Mercari,,16.0,,,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcReWWViSW7BQKx9bpJbQBSlY6Z7QSFhbzQit9OE-56n_LjjxSjdFmCkFI2pHjS1MGDKLZcIa8K8OYf4LZ2HMn6RsbvwVNTJoUenzxNFdMo&usqp=CAE,,$4.99 delivery,,,,old_q,old navy polo,4.744000000000001,651.6,0.0,0,0,0,0,0,0,0,0,0,0,,,,,
10,Old Navy Men’s Xl Orange Short Sleeve Polo Shirt Preowned,https://www.ebay.com/itm/155684706097?chn=ps&mkevt=1&mkcid=28&srsltid=AfmBOoowsdBKT40j0Whr1Hf8HHQJd9PN5HI-uk89fr3yJK6jyZxswI7xLEQ,https://www.google.com/shopping/product/1?gl=us&prds=pid:6209968583484624890,6209968583484624890,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=6209968583484624890,eBay,,2.99,,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcR8qMTwWpPP50YQqR43JhUzHhKcmE7sj9-Hv1yoFnRPLs412eIcHBDzNzoPciK5gqHnsuzBwSA5pornOJd8ZuOL0VYOiaj4wkVOwzJFC2Q&usqp=CAE,,"Delivery by Mon, Oct 9",,,used,old_q,old navy polo,4.744000000000001,651.6,0.0,0,0,0,0,0,0,0,0,1,0,,,,,
11,Old Navy Shirts | Old Navy Pique Short Sleeved Polo XL Black | Color: Black ...,https://poshmark.com/listing/Old-Navy-Pique-short-sleeved-polo-XL-black-6400fa79b635f8ec8c6241da?com_cvv=81c269aab9bc5fc4177fabac3c77acd26f491510dd5f94a06570d6c819846581#utm_source=gdm_unpaid,https://www.google.com/shopping/product/9107271963224841472?gl=us,9107271963224841472,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=9107271963224841472,Poshmark,,16.0,,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQGnJkpdOB1_Ya5VAvcUnEMpjVrAyZN5QB4cgI-q-RhL9DclgtzIAfWr3b0LdHXM3-lZXxiwsuMC-G9f0WrMJKT3NjUklFqXq7DMpkkzY8&usqp=CAE,,"Delivery by Wed, Oct 11",,,,old_q,old navy polo,4.744000000000001,651.6,0.0,0,0,0,0,0,0,0,0,0,0,,,,,
12,Old Navy Polo Shirts Men,https://www.ebay.com/itm/354073340002?chn=ps&mkevt=1&mkcid=28&srsltid=AfmBOoqgQ7ofuKKlvKh_odu54uIlYVLi1_wxCJbz8zelXoaY4EmgKJagRTk&com_cvv=81c269aab9bc5fc4177fabac3c77acd26f491510dd5f94a06570d6c819846581,https://www.google.com/shopping/product/1?gl=us&prds=pid:15283171098794772647,15283171098794772647,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=15283171098794772647,eBay,,49.99,,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcT02zT9Xfm321wh8j8Lr99xYnwpfzii5CSzB2Jqvk7nq0wGwvCSZkOTge0bHmEgz33kJQEiIHWCM8uJjuvNyIpZpjI2sNOr0p-f02ZLOj4&usqp=CAE,,"Delivery by Tue, Oct 10",,,used,old_q,old navy polo,4.744000000000001,651.6,0.0,0,0,0,0,0,0,0,0,1,0,,,,,
13,"Men’s Old Navy Polo Regular Fit in Red, Men's (Size Medium)",https://www.grailed.com/listings/48271347-old-navy-men-s-old-navy-polo-regular-fit?utm_source=google&utm_medium=cpc&utm_campaign=googleshopping&utm_term=sem_nonbranded&utm_content=%20%7C%20polos&srsltid=AfmBOopnFr8SKjtlr2NzRzZsltyHlUIX22K76McDoONfDLcfgumdEu_Ru84,https://www.google.com/shopping/product/7896539318291915940?gl=us,7896539318291915940,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=7896539318291915940,Grailed,,10.0,,,"['$2.00 below typical', 'LOW PRICE']",Top Quality Store,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTZaFuf_DJI_zW_jZNP6XW0_JTuQplp_k7teNjHSK_C23sKpuDsGQa1WFd-nxuVeNH79jE9zrm-dEUy2HM7duUiV4XrrlnkdPQmPwCIaDI&usqp=CAE,LOW PRICE,$9.00 delivery,,,,old_q,old navy polo,4.744000000000001,651.6,0.0,1,0,1,0,0,0,0,0,0,0,,,,4.6,84.0
14,Old Navy Men's Slim Fit Pique Polo - Blue - Size XXL,https://oldnavy.gap.com/browse/product.do?pid=832960072&vid=1&tid=onns000009,https://www.google.com/shopping/product/2061518544206326653?gl=us,2061518544206326653,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=2061518544206326653,Old Navy,,19.99,4.8,2119.0,,Top Quality Store,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSsh4AWCiib3Tb2qcemrzl_iFxFU0tvdlRj3GjXR2RxfGz4fy8Cym9TP3RbEdiAT39-_earn6cyKbKpMVnnjF7KrY6mJNr0TFuxl_68O7Ts&usqp=CAE,,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy polo,4.8,2119.0,0.0,0,0,1,0,0,1,0,0,0,0,,,,,
15,Old Navy Mens Solid Burgundy Short Sleeve Casual Sports Golf Polo,https://www.ebay.com/itm/144929816906?chn=ps&mkevt=1&mkcid=28&srsltid=AfmBOoqHN3aOLCjfgruTSR24d9LMaiaNZenQTeOecgEoy4iWdVTk-7bfYz0&com_cvv=81c269aab9bc5fc4177fabac3c77acd26f491510dd5f94a06570d6c819846581,https://www.google.com/shopping/product/1?gl=us&prds=pid:10917588954795885537,10917588954795885537,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=10917588954795885537,eBay - prelovedclothes19,,9.09,,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcT9i61-D6khuJfVAi_vUgllj8ZDSN3X5Alq7yB1kG_5sfUDGRtwqzwVoQRhnxxy0D-CMJiMmy-rDiz9m1xVm4MpXdPUqtId7E_jGL-xZaiJG48te6t88Uf_&usqp=CAE,,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy polo,4.744000000000001,651.6,0.0,0,0,0,0,0,0,0,0,1,0,,,,,
16,Old Navy Shirts | Nwt Old Navy Rugby Stripe Pique Men’s Polo 2XL | Color: Cream ...,https://poshmark.com/listing/NWT-Old-Navy-Rugby-Stripe-Pique-Mens-Polo-2XL-64daf83d58083d24f8b784cb?srsltid=AfmBOorrKuEf5W6uyPwQbPOm0p9Mw6yQ-luys7idrRIvlCLg1vytk52B4VU#utm_source=gdm_unpaid,https://www.google.com/shopping/product/8540440298876591801?gl=us,8540440298876591801,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=8540440298876591801,Poshmark,,9.0,,,['SALE'],,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSMjWgh9mTqBWG5Cs4aU9iJKaSdcGBha_2e7xBKS-Y-1NqXadzYPK9UwEjxIYCw5QY4flLwZN1isFUf1jJQxkFSF3OKSa1zCuWsk82s7Hf-1-qEoCDye742kA&usqp=CAE,SALE,"Delivery by Fri, Oct 6",,14.0,,old_q,old navy polo,4.744000000000001,651.6,-5.0,0,1,0,0,0,0,0,0,0,0,,,,,
17,Old Navy Men's Classic Fit Pique Polo - - Size M,https://oldnavy.gap.com/browse/product.do?pid=753337022&vid=1&tid=onns000009,https://www.google.com/shopping/product/1174040559799183261?gl=us,1174040559799183261,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=1174040559799183261,Old Navy,,15.0,4.8,33.0,"['$11.99 below typical', 'LOW PRICE']",Top Quality Store,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQO2YRLUGXeSiXRFiuBjIYuY-kI4B90x7Ryl8_nTHOpODkUGmBMvIw39Gu03hw6YXtJCjaoIEvWe-lMl7pCxNUxwUES5BBj5KuXqqfUMN0z&usqp=CAE,LOW PRICE,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy polo,4.8,33.0,0.0,1,0,1,0,0,1,0,0,0,0,,,,,
18,Old Navy Heathered Black Polo | L,https://www.shopthejub.com/products/old-navy-heathered-black-polo-l?variant=43052074860758&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOorcMiH_r8_yfZ6UPHsjo7wrZt2QKxdVlnXMo7npPT56ukzM4NfjXRU&com_cvv=81c269aab9bc5fc4177fabac3c77acd26f491510dd5f94a06570d6c819846581,https://www.google.com/shopping/product/13814212984759033053?gl=us,13814212984759033053,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=13814212984759033053,Jubilee Thrift,,5.94,,,['SALE'],,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcT0RjR3WkRGO7z9ddb10o5A-TV6PY4zvTnAMNMKYqxBt1vGTR4eF0rBeJyMLCLFkpuXO7zBhhzbeTru5yhCQq9sARLe-nDIRuqCbsDTVRvaCmn72nAI-8JEr0w&usqp=CAE,SALE,"Delivery by Mon, Oct 9",,6.99,,old_q,old navy polo,4.744000000000001,651.6,-1.0499999999999998,0,1,0,0,0,0,0,0,0,0,,,,,
19,Old Navy Polo Shirt - New Women | Color: Yellow | Size: L,https://www.mercari.com/us/item/m99160726112/,https://www.google.com/shopping/product/1?gl=us&prds=pid:23729457105683658,23729457105683658,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=23729457105683658,Mercari,,9.0,,,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcS9P3WWYEppoF4iU-ySa3vmc8Vm_VNP5pP4m0E1ylOfX-yiomI1SMC9nb927fEfM1Lv889ivrGHbUYw8G4J__T45QRd70_zuGD2pR-UnvE&usqp=CAE,,$4.25 delivery,,,,old_q,old navy polo,4.744000000000001,651.6,0.0,0,0,0,0,0,0,0,0,0,0,,,,,
20,Old Navy Men's Color-Block Classic Fit Pique Polo - - Size S,https://oldnavy.gap.com/browse/product.do?pid=563688002&vid=1&tid=onns000009,https://www.google.com/shopping/product/2551793805474620373?gl=us,2551793805474620373,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=2551793805474620373,Old Navy,,23.47,4.8,199.0,"['$3.52 below typical', 'LOW PRICE']",Top Quality Store,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcT6hJBuXwIFfUPDWMrzJ2gUWNeiP4ZdkkskNhPeL047KoBybxklgV22Y83vZ_RBRKRPBpbXHtiy2970ROoH5m1zIZODsuwgW9kaqyIp4Tm2&usqp=CAE,LOW PRICE,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy polo,4.8,199.0,0.0,1,0,1,0,0,1,0,0,0,0,,,,,
21,Old Navy Shirts | Old Navy Go-Dry Polo | Color: Black | Size: M | Cllar11's Closet,https://poshmark.com/listing/Old-Navy-GoDry-Polo-64e75c6f9464f33c43826ffa?srsltid=AfmBOopPNIWl4EVQUDuOXZBF8V59pivBJRNnvqLV4pHnby6GfNVSCepBqj4#utm_source=gdm_unpaid,https://www.google.com/shopping/product/9811155301656517993?gl=us,9811155301656517993,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=9811155301656517993,Poshmark,,12.0,,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSOmAfvlGt77xIBS3FmAEfEItKaVQ1HUzZCBvBeVsCCFHIR1aEJM3hvBs5IIJTogj6wh54zHObU-AGOhJGdWCWegfJraNohC7lvihNU28o&usqp=CAE,,"Delivery by Fri, Oct 6",,,used,old_q,old navy polo,4.744000000000001,651.6,0.0,0,0,0,0,0,0,0,0,0,0,,,,,
22,Old Navy Women's Polo Sweater - - Size L,https://oldnavy.gap.com/browse/product.do?pid=726167002&vid=1&tid=onns000009,https://www.google.com/shopping/product/4685140491905911845?gl=us,4685140491905911845,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=4685140491905911845,Old Navy,,49.99,4.0,2.0,,Top Quality Store,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTrMvvhR2N9DZBeRrOC4IYWpUEgjQXdFL-5iKN3KC4cni7Bk5uIQ5mc4vQ2sHfmFYJIpNRU68ekn-eHslXaYDBxlll1TN3kBUAnMiQkNp0&usqp=CAE,,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy polo,4.0,2.0,0.0,0,0,1,0,0,1,0,0,0,0,,,,,
23,Old Navy Men's Performance Core Polo 2-Pack - Blue - Size Xs,https://oldnavy.gap.com/browse/product.do?pid=420100012&vid=1&tid=onns000009,https://www.google.com/shopping/product/197218614886289628?gl=us,197218614886289628,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=197218614886289628,Old Navy,,16.47,4.8,143.0,['SALE'],Top Quality Store,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSTbgH7SJM6XZCWHpiS27YNsUO7hAOXju3ER48QvUg_iG8mEqJFelnxEzzDuWgP3qurEjdYOgI3FTRP40OmrOrrDZDTAPIYJ8x8W_qRKiCDHVtLWzgiTKBVHg&usqp=CAE,SALE,"Delivery by Mon, Oct 9 · Free 30-day returns",,39.99,,old_q,old navy polo,4.8,143.0,-23.520000000000003,0,1,1,0,0,1,0,0,0,0,,,,,
24,Old Navy Men's Tipped-Collar Classic Fit Pique Polo - - Size S,https://oldnavy.gap.com/browse/product.do?pid=563689032&vid=1&tid=onns000009,https://www.google.com/shopping/product/7545257319549587083?gl=us,7545257319549587083,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=7545257319549587083,Old Navy,,15.0,4.8,188.0,['SALE'],Top Quality Store,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcR7IHa6JXFjk4HGZZqPWpWfytcYG6vY_U0DaP3pxCHCsaJBCVqQfILmihr7hq_6h2dVSV3PooMVILgQUS2ld5tpcIpDBJbv8zqzlpIczjBd45iB_wok_rzZAw&usqp=CAE,SALE,"Delivery by Mon, Oct 9 · Free 30-day returns",,26.99,,old_q,old navy polo,4.8,188.0,-11.989999999999998,0,1,1,0,0,1,0,0,0,0,,,,,
25,Men's Old Navy Soft Washed Gray Short-sleeve Polo Shirt With Pocket,https://www.ebay.com/itm/314740743570?chn=ps&mkevt=1&mkcid=28&srsltid=AfmBOoqyGxteLU9CwG3zQEXNqNQfL5pmH2CU1iUEBA94Epmirf_qdSJgucc&com_cvv=81c269aab9bc5fc4177fabac3c77acd26f491510dd5f94a06570d6c819846581,https://www.google.com/shopping/product/1?gl=us&prds=pid:12341167480845356317,12341167480845356317,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=12341167480845356317,eBay - melindayre_0,,18.0,,,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSeryk4vByH82iZrbcOZM0dHLmEKahTAj69-PEMPIdQXGaelDTrFIr-XdwHfIcebTgkBTZpO_0q3q_0QoPIX-0FZHNWU_0cwMiehPop1wU&usqp=CAE,,"Delivery by Fri, Oct 6",,,used,old_q,old navy polo,4.744000000000001,651.6,0.0,0,0,0,0,0,0,0,0,1,0,,,,,
26,Old Navy Men's Slim-Fit Uniform Pique Polo - - Size M,https://oldnavy.gap.com/browse/product.do?pid=570017012&vid=1&tid=onns000009,https://www.google.com/shopping/product/16775908536863111442?gl=us,16775908536863111442,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=16775908536863111442,Old Navy,,15.47,4.7,87.0,['SALE'],Top Quality Store,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQoKI_-qDBQ54wUmQu6i27C56fuZQNRB7OM0pFjrGCqJrtWbIXiYD4jyifgrBZTbsQVNQZWpdxWhUmuwRnYhfqSIdokwUV20C1J754eDCmpInH0Zw1SHmy1gw&usqp=CAE,SALE,"Delivery by Mon, Oct 9 · Free 30-day returns",,22.99,,old_q,old navy polo,4.7,87.0,-7.519999999999998,0,1,1,0,0,1,0,0,0,0,,,,,
27,Old Navy Men's Polo Shirt - Navy - XXXL,https://www.depop.com/products/garmtreasury-has-a-spot-on-the-0df8/?srsltid=AfmBOorwE32Wp37QPr7HQc1ffKME0zzgcHnHVreoz5qQ7YszhWZ--H4uYtU,https://www.google.com/shopping/product/1544005268973109732?gl=us,1544005268973109732,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=1544005268973109732,Depop,,24.0,,,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQ93I1Fa2IkFXEa6xRycWeP_vL8OAGZmvOS8zias2cHGxH0YwwtjwHFC8M3M2jloJN1x-6BtGQlOG98OVfgGCql5J5JUM7NhiWmh99qW8OZ&usqp=CAE,,$8.95 delivery,,,used,old_q,old navy polo,4.744000000000001,651.6,0.0,0,0,0,0,0,0,0,0,0,0,,,,,
28,Old Navy Polo - Women | Color: Black | Size: S,https://www.mercari.com/us/item/m352995836/,https://www.google.com/shopping/product/1?gl=us&prds=pid:15432961267948684766,15432961267948684766,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=15432961267948684766,Mercari,,9.0,,,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSlXvyJVbmt6UKarPxm-zuG6HXR0J4czob24bJyNMtSWeyDmQ6s0d8kpqdzneUtiCOV9ZVY9KBULuZkFelFIZzKhl7q9ZB9IR60Q9ZxCto&usqp=CAE,,Free delivery,,,used,old_q,old navy polo,4.744000000000001,651.6,0.0,0,0,0,0,0,0,0,0,0,0,,,,,
29,Old Navy Kids' School Uniform Pique Polo Shirt - - Size M,https://oldnavy.gap.com/browse/product.do?pid=209313042&vid=1&tid=onns000009,https://www.google.com/shopping/product/9826556242733885430?gl=us,9826556242733885430,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=9826556242733885430,Old Navy,,6.0,4.8,7316.0,['SALE'],Top Quality Store,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRC-NqVcJi-F0-d9CdcqYZMsp_Eeq3iuB1UmXxBuoc3TwBoTYQ2KMPPO2Qxrmjej0YIBWxiidC32U7WVMRSkqkYFY9wu-VhiwbfX3PocxOXEobr6ACcc0NG&usqp=CAE,SALE,"Delivery by Mon, Oct 9 · Free 30-day returns",,14.99,,old_q,old navy polo,4.8,7316.0,-8.99,0,1,1,0,0,1,0,0,0,0,,,,,
30,Old Navy Men's Classic Fit Linen-Blend Polo - - Size M,https://oldnavy.gap.com/browse/product.do?pid=650460042&vid=1&tid=onns000009,https://www.google.com/shopping/product/9114535722476346996?gl=us,9114535722476346996,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=9114535722476346996,Old Navy,,12.47,4.7,32.0,['SALE'],Top Quality Store,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRc4_B3zQTLEUr7CdWjg1RGsORB4BgBewD6j8wGBBUYnYlWkXVHHLC8JfqZ8oB--SvYu-8v6svZ-orK5FEJajT-Xolp3ZvwKxGdiNR6Drib&usqp=CAE,SALE,"Delivery by Mon, Oct 9 · Free 30-day returns",,29.99,,old_q,old navy polo,4.7,32.0,-17.519999999999996,0,1,1,0,0,1,0,0,0,0,,,,,
31,Old Navy Shirt Mens XXL Blue Collared Classic Golf Preppy Casual Core Polo Top,https://www.bonanza.com/listings/Old-Navy-Shirt-Mens-XXL-Blue-Collared-Classic-Golf-Preppy-Casual-Core-Polo-Top/1534611891?goog_pla=1,https://www.google.com/shopping/product/10857526493736248635?gl=us,10857526493736248635,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=10857526493736248635,Bonanza - Pappy Joes Treasures booth,,21.77,,,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTR7MgeWhfpB_A-EkdMTwvGrAVaAjp0X-4PEBWHxYufHblxG7bHmziaM8NdVmjE6D1MlDFiSWV4Y8QunW3aAEHNvn79vgBl72tQIYMq7SLbEK5jdUG5TT2L&usqp=CAE,,$5.24 delivery,,,,old_q,old navy polo,4.744000000000001,651.6,0.0,0,0,0,0,0,0,0,0,0,0,,,,,
32,Old Navy Shirts | Red Old Navy Men’s Polo | Color: Red | Size: XL | Cilyes's Closet,https://poshmark.com/listing/Red-Old-Navy-Mens-polo-630d4218a0aeb7b1fff09ff6?com_cvv=81c269aab9bc5fc4177fabac3c77acd26f491510dd5f94a06570d6c819846581#utm_source=gdm_unpaid,https://www.google.com/shopping/product/17316250081453120828?gl=us,17316250081453120828,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=17316250081453120828,Poshmark,,10.0,,,['SALE'],,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcThtrsCvc7jdQDTJ2VZYft52N7No0bDqfhbT-bZXHBR031z2TDUc9GxnEMEoLf1Y0dTfltAZnOQJGjcm7Mz5HVmG_kl8ahTyWVfJAVU99w&usqp=CAE,SALE,"Delivery by Fri, Oct 6",,13.0,,old_q,old navy polo,4.744000000000001,651.6,-3.0,0,1,0,0,0,0,0,0,0,0,,,,,
33,Old Navy Men's Printed Classic Fit Pique Polo - - Size S,https://oldnavy.gap.com/browse/product.do?pid=563680002&vid=1&tid=onns000009,https://www.google.com/shopping/product/16601422031822129762?gl=us,16601422031822129762,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=16601422031822129762,Old Navy,,26.99,4.9,199.0,,Top Quality Store,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQArcpACAtLUwI1ZkErek61t8kRjOLkVfwkC6dxFNfkZ9bSCvDh2j32qGosNAokOUXVky0I982DjlzbIRPq2LZbMBNDhI3C-DX993fWrqXtm0eEkb1kfbA5eQ&usqp=CAE,,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy polo,4.9,199.0,0.0,0,0,1,0,0,1,0,0,0,0,,,,,
34,"Old Navy Uniform Built-in Flex Pique Polo for Boys, Small (6-7)",https://www.mgselections.com/products/old-navy-uniform-built-in-flex-pique-polo-for-boys-small-6-7?variant=37227246190752&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOorkUq6N2rWRBs7c-lvAN8lu2fHqzlaAEoM8UcSFuGo6ogYxp1DCAy4&com_cvv=81c269aab9bc5fc4177fabac3c77acd26f491510dd5f94a06570d6c819846581,https://www.google.com/shopping/product/10599338486446398167?gl=us,10599338486446398167,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=10599338486446398167,MGworld,,8.0,,,['SALE'],,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcT3fg2dy5bXoBQXaGcE7UawSlH_oL1nptdN4wb5_mbughD8hjd9KGUIXZsmn0b5Wwm9sYqBVfJd-rTKSkM47odwXICtOlytgDjXUHkSB3PZNHMqco7xsFzVvQ&usqp=CAE,SALE,"Delivery by Tue, Oct 17",,12.99,,old_q,old navy polo,4.744000000000001,651.6,-4.99,0,1,0,0,0,0,0,0,0,0,,,,,
